"no","generasi","pertanyaan","pertanyaan_ner","lapis_terjemahan","sql_asli_1baris","sql_dipakai_1baris","error"
"55","v3","buatkan data perbedaan hasil pengawasan iklan obat antara hasil verifikasi balai dan hasil verifikasi pusat dalam bentuk grafik dan narasi.","buatkan data perbedaan hasil pengawasan iklan obat antara hasil verifikasi balai dan hasil verifikasi pusat dalam bentuk grafik dan narasi.","-","SELECT kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_perbedaan FROM public.mv_pengawasan WHERE komoditi = 'OBAT' AND kesimpulan_penilaian_balai IS NOT NULL AND kesimpulan_penilaian_pusat IS NOT NULL AND kesimpulan_penilaian_balai <> kesimpulan_penilaian_pusat GROUP BY kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat ORDER BY jumlah_perbedaan DESC;","SELECT kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_perbedaan FROM public.mv_pengawasan WHERE komoditi = 'OBAT' AND kesimpulan_penilaian_balai IS NOT NULL AND kesimpulan_penilaian_pusat IS NOT NULL AND kesimpulan_penilaian_balai <> kesimpulan_penilaian_pusat GROUP BY kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat ORDER BY jumlah_perbedaan DESC;",""
"56","v3","buatkan data perbedaan hasil pengawasan iklan obat tradisional; suplemen kesehatan; obat kuasi antara hasil verifikasi balai dan hasil verifikasi pusat dalam bentuk grafik dan narasi untuk periode wak","buatkan data perbedaan hasil pengawasan iklan <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> antara hasil verifikasi balai dan hasil verifikasi pusat dalam bentuk grafik dan narasi untuk periode","-","SELECT kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_perbedaan FROM public.mv_pengawasan WHERE ('OBAT TRADISIONAL (OT)', 'SUPLEMEN KESEHATAN', 'OBAT KUASI') AND kesimpulan_penilaian_balai IS NOT NULL AND kesimpulan_penilaian_pusat IS NOT NULL AND kesimpulan_penilaian_balai <> kesimpulan_penilaian_pusat GROUP BY kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat ORDER BY jumlah_perbedaan DESC;","SELECT kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_perbedaan FROM public.mv_pengawasan WHERE ('OBAT TRADISIONAL (OT)', 'SUPLEMEN KESEHATAN', 'OBAT KUASI') AND kesimpulan_penilaian_balai IS NOT NULL AND kesimpulan_penilaian_pusat IS NOT NULL AND kesimpulan_penilaian_balai <> kesimpulan_penilaian_pusat GROUP BY kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat ORDER BY jumlah_perbedaan DESC;","ERROR: argument of AND must be type boolean, not type record"
"57","v3","tampilkan data berapa jumlah iklan obat tradisional; suplemen kesehatan; obat kuasi yang dilaporkan oleh upt dengan hasil verifikasi pusat mk/tmk.","tampilkan data berapa jumlah iklan <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> yang dilaporkan oleh upt dengan hasil verifikasi pusat mk/tmk.","-","select komoditi, kesimpulan_penilaian_pusat, COUNT(*) FROM public.mv_pengawasan WHERE komoditi IN ('OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN') AND kesimpulan_penilaian_pusat IN ('MK', 'TMK') group by komoditi, kesimpulan_penilaian_pusat order by komoditi, kesimpulan_penilaian_pusat;","select komoditi, kesimpulan_penilaian_pusat, COUNT(*) FROM public.mv_pengawasan WHERE komoditi IN ('OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN') AND kesimpulan_penilaian_pusat IN ('MK', 'TMK') group by komoditi, kesimpulan_penilaian_pusat order by komoditi, kesimpulan_penilaian_pusat;",""
"58","v3","Tampilkan data berupa jumlah iklan obat keras yang dilaporkan oleh UPT dengan hasil verifikasi pusat MK/TMK pada tahun 2025","Tampilkan data berupa jumlah iklan obat keras yang dilaporkan oleh UPT dengan hasil verifikasi pusat MK/TMK pada tahun <YEAR>","-","select mp.nama_balai , mp.komoditi, mp.kesimpulan_penilaian_pusat, count(*) from mv_pengawasan mp where lower(mp.komoditi) like '%obat%' and extract(year from mp.tgl_start) = 2025 group by 1, 2, 3 order by 1, 2, 3;","select mp.nama_balai , mp.komoditi, mp.kesimpulan_penilaian_pusat, count(*) from mv_pengawasan mp where lower(mp.komoditi) like '%obat%' and extract(year from mp.tgl_start) = 2025 group by 1, 2, 3 order by 1, 2, 3;",""
"59","v3","Tampilkan data capaian UPT berdasarkan jumlah laporan yang dikirimkan ke pusat (tanggal kepala balai) dibandingkan dengan target yang sudah ditetapkan untuk masing-masing UPT","Tampilkan data capaian <HALL NAME> berdasarkan jumlah laporan yang dikirimkan ke pusat (tanggal kepala balai) dibandingkan dengan target yang sudah ditetapkan untuk masing-masing <HALL NAME>","-","WITH latest_target_year AS ( SELECT MAX(tahun) AS tahun_terbaru FROM target_balai ), laporan_dikirim AS ( SELECT mp.nama_balai, mp.komoditi, EXTRACT(YEAR FROM mp.tgl_start) AS tahun, COUNT(*) AS jumlah_laporan FROM mv_pengawasan mp WHERE mp.tgl_start IS NOT NULL AND EXTRACT(YEAR FROM mp.tgl_start) = EXTRACT(YEAR FROM CURRENT_DATE) GROUP BY mp.nama_balai, mp.komoditi, EXTRACT(YEAR FROM mp.tgl_start) ) SELECT ld.nama_balai, ld.komoditi, ld.tahun AS tahun_laporan, tb.tahun AS tahun_target, ld.jumlah_laporan, tb.target_pengawasan, ROUND( (ld.jumlah_laporan::decimal / NULLIF(tb.target_pengawasan, 0)) * 100, 2 ) AS capaian_persen FROM laporan_dikirim ld CROSS JOIN latest_target_year lty LEFT JOIN target_balai tb ON LOWER(TRIM(tb.nama_balai)) = LOWER(TRIM(ld.nama_balai)) AND LOWER(TRIM(tb.komoditi)) = LOWER(TRIM(ld.komoditi)) AND tb.tahun = lty.tahun_terbaru ORDER BY ld.nama_balai, ld.komoditi;","WITH latest_target_year AS ( SELECT MAX(tahun) AS tahun_terbaru FROM target_balai ), laporan_dikirim AS ( SELECT mp.nama_balai, mp.komoditi, EXTRACT(YEAR FROM mp.tgl_start) AS tahun, COUNT(*) AS jumlah_laporan FROM mv_pengawasan mp WHERE mp.tgl_start IS NOT NULL AND EXTRACT(YEAR FROM mp.tgl_start) = EXTRACT(YEAR FROM CURRENT_DATE) GROUP BY mp.nama_balai, mp.komoditi, EXTRACT(YEAR FROM mp.tgl_start) ) SELECT ld.nama_balai, ld.komoditi, ld.tahun AS tahun_laporan, tb.tahun AS tahun_target, ld.jumlah_laporan, tb.target_pengawasan, ROUND( (ld.jumlah_laporan::decimal / NULLIF(tb.target_pengawasan, 0)) * 100, 2 ) AS capaian_persen FROM laporan_dikirim ld CROSS JOIN latest_target_year lty LEFT JOIN target_balai tb ON LOWER(TRIM(tb.nama_balai)) = LOWER(TRIM(ld.nama_balai)) AND LOWER(TRIM(tb.komoditi)) = LOWER(TRIM(ld.komoditi)) AND tb.tahun = lty.tahun_terbaru ORDER BY ld.nama_balai, ld.komoditi;",""
"60","v3","tampilkan data hasil kesimpulan tmk berdasarkan hasil verifikasi pusat dengan hasil verifikasi balai mk pada rentang waktu antara tanggal mulai dan tanggal selesai 2 minggu.","tampilkan data <CONCLUSION TYPE> berdasarkan hasil verifikasi pusat dengan hasil verifikasi balai mk pada rentang waktu antara tanggal mulai dan tanggal selesai 2 minggu.","-","SELECT * FROM public.mv_pengawasan WHERE kesimpulan_penilaian_pusat = 'TMK' and kesimpulan_penilaian_balai ='MK' AND (tgl_end - tgl_start) = 14;","SELECT * FROM public.mv_pengawasan WHERE kesimpulan_penilaian_pusat = 'TMK' and kesimpulan_penilaian_balai ='MK' AND (tgl_end - tgl_start) = 14;",""
"61","v3","tampilkan data hasil kesimpulan tmk berdasarkan hasil verifikasi pusat dengan hasil verifikasi balai mk pada rentang waktu Januari hingga Juni 2025","tampilkan data <CONCLUSION TYPE> berdasarkan hasil verifikasi pusat dengan hasil verifikasi balai mk pada rentang waktu <MONTH> hingga <MONTH> <YEAR>","-","SELECT * FROM public.mv_pengawasan WHERE kesimpulan_penilaian_pusat = 'TMK' AND kesimpulan_penilaian_balai = 'MK' AND tgl_start >= '2025-01-01' AND tgl_end <= '2025-06-30';","SELECT * FROM public.mv_pengawasan WHERE kesimpulan_penilaian_pusat = 'TMK' AND kesimpulan_penilaian_balai = 'MK' AND tgl_start >= '2025-01-01' AND tgl_end <= '2025-06-30';",""
"62","v3","tampilkan data hasil kesimpulan tmk berdasarkan hasil verifikasi pusat pada rentang waktu antara tanggal mulai dan tanggal selesai 2 minggu.","tampilkan data hasil kesimpulan <CONCLUSION TYPE> berdasarkan hasil verifikasi pusat pada rentang waktu antara tanggal mulai dan tanggal selesai 2 minggu.","-","SELECT * FROM public.mv_pengawasan WHERE kesimpulan_penilaian_pusat = 'TMK' AND (tgl_end - tgl_start) = 14;","SELECT * FROM public.mv_pengawasan WHERE kesimpulan_penilaian_pusat = 'TMK' AND (tgl_end - tgl_start) = 14;",""
"63","v3","tampilkan data hasil kesimpulan tmk berdasarkan hasil verifikasi pusat pada rentang waktu Januari hingga Juni 2025","tampilkan data hasil kesimpulan <CONCLUSION TYPE> berdasarkan hasil verifikasi pusat pada rentang waktu <MONTH> hingga <MONTH> <YEAR>","-","SELECT * FROM public.mv_pengawasan WHERE kesimpulan_penilaian_pusat = 'TMK' AND tgl_start >= '2025-01-01' AND tgl_end <= '2025-06-30';","SELECT * FROM public.mv_pengawasan WHERE kesimpulan_penilaian_pusat = 'TMK' AND tgl_start >= '2025-01-01' AND tgl_end <= '2025-06-30';",""
"64","v3","Tampilkan data hasil pengawasan iklan berdasarkan hasil verifikasi balai TMK yang statusnya belum ada tanggal direktur (belum selesai) pada tahun 2025","Tampilkan data hasil pengawasan iklan berdasarkan hasil verifikasi <HALL NAME> yang statusnya belum ada tanggal direktur (belum selesai) pada tahun <YEAR>","-","select mp.tgl_start, mp.id, mp.komoditi, mp.nama_balai, mp.nama_produk, mp.media_iklan, mp.kesimpulan_penilaian_balai from mv_pengawasan mp join mv_pengawasan_timeline mpt on mp.id = mpt.id_pengawasan where mpt.tanggal_kirim_direktur is null and mp.kesimpulan_penilaian_balai = 'TMK' and extract(year from mp.tgl_start) = 2025 order by 1, 2, 3, 4, 5, 6","select mp.tgl_start, mp.id, mp.komoditi, mp.nama_balai, mp.nama_produk, mp.media_iklan, mp.kesimpulan_penilaian_balai from mv_pengawasan mp join mv_pengawasan_timeline mpt on mp.id = mpt.id_pengawasan where mpt.tanggal_kirim_direktur is null and mp.kesimpulan_penilaian_balai = 'TMK' and extract(year from mp.tgl_start) = 2025 order by 1, 2, 3, 4, 5, 6",""
"65","v3","Tampilkan data hasil pengawasan TMK berdasarkan klausul pelanggaran secara keseluruhan, masing-masing UPT, media iklan pada komoditi pangan dan rentang waktu 2025","Tampilkan data hasil pengawasan TMK berdasarkan klausul pelanggaran secara keseluruhan, masing-masing UPT, media iklan pada <COMMODITY NAME> dan rentang waktu <YEAR>","-","select mp.nama_balai, mp.media_iklan, mpk.id_klasifikasi, mpk.keterangan_ketidaksesuaian, mp.kesimpulan_penilaian_balai, count(*) from mv_pengawasan mp join mv_pengawasan_ketidaksesuaian mpk on mp.id = mpk.id_pengawasan where lower(mp.komoditi) like '%produk pangan%' and extract(year from mp.tgl_end) = 2025 and lower(mp.kesimpulan_penilaian_balai) like '%tmk%' group by 1, 2, 3, 4, 5 order by 1, 2, 3, 4, 5;","select mp.nama_balai, mp.media_iklan, mpk.id_klasifikasi, mpk.keterangan_ketidaksesuaian, mp.kesimpulan_penilaian_balai, count(*) from mv_pengawasan mp join mv_pengawasan_ketidaksesuaian mpk on mp.id = mpk.id_pengawasan where lower(mp.komoditi) like '%produk pangan%' and extract(year from mp.tgl_end) = 2025 and lower(mp.kesimpulan_penilaian_balai) like '%tmk%' group by 1, 2, 3, 4, 5 order by 1, 2, 3, 4, 5;",""
"66","v3","tampilkan data iklan yang dilaporkan mk/tmk dari masing-masing upt yang dikategorikan berdasarkan nama produk, industri farmasi, media publikasi, dan golongan obat dengan status selesai pada rentang w","tampilkan data iklan yang dilaporkan mk/tmk dari masing-masing upt yang dikategorikan berdasarkan <PRODUCT NAME>, <CLASSIFICATION>, <CLASSIFICATION>, dan <CLASSIFICATION> dengan status <CONCLUSION TYP","-","SELECT nama_balai, nama_produk, pendaftar, media_iklan, komoditi FROM public.mv_pengawasan WHERE kesimpulan_penilaian_pusat IN ('MK', 'TMK') and komoditi IN ('KOSMETIKA','OBAT','OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN') AND tgl_start >= '2024-06-25' AND tgl_end <= '2024-06-30'","SELECT nama_balai, nama_produk, pendaftar, media_iklan, komoditi FROM public.mv_pengawasan WHERE kesimpulan_penilaian_pusat IN ('MK', 'TMK') and komoditi IN ('KOSMETIKA','OBAT','OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN') AND tgl_start >= '2024-06-25' AND tgl_end <= '2024-06-30'",""
"67","v3","Tampilkan data ketepatan waktu pelaporan oleh UPT yang dihitung berdasarkan laporan yang dikirimkan tanggal kepala balai sebelum batas tanggal 9 bulan berikutnya untuk tahun 2025","Tampilkan data ketepatan waktu pelaporan oleh UPT yang dihitung berdasarkan laporan yang dikirimkan tanggal kepala balai sebelum batas tanggal <MONTH> bulan berikutnya untuk tahun <YEAR>","-","SELECT mp.nama_balai, COUNT(*) AS jumlah_laporan, SUM( CASE WHEN mpt.tanggal_kirim_kabalai < (DATE_TRUNC('month', mp.tgl_start) + INTERVAL '1 month' + INTERVAL '8 day') THEN 1 ELSE 0 END ) AS laporan_tepat_waktu, ROUND( SUM( CASE WHEN mpt.tanggal_kirim_kabalai < (DATE_TRUNC('month', mp.tgl_start) + INTERVAL '1 month' + INTERVAL '8 day') THEN 1 ELSE 0 END )::DECIMAL / COUNT(*) * 100, 2 ) AS persentase_tepat_waktu FROM mv_pengawasan mp JOIN mv_pengawasan_timeline mpt ON mp.id = mpt.id_pengawasan WHERE EXTRACT(YEAR FROM mpt.tanggal_kirim_kabalai) = 2025 GROUP BY mp.nama_balai ORDER BY mp.nama_balai;","SELECT mp.nama_balai, COUNT(*) AS jumlah_laporan, SUM( CASE WHEN mpt.tanggal_kirim_kabalai < (DATE_TRUNC('month', mp.tgl_start) + INTERVAL '1 month' + INTERVAL '8 day') THEN 1 ELSE 0 END ) AS laporan_tepat_waktu, ROUND( SUM( CASE WHEN mpt.tanggal_kirim_kabalai < (DATE_TRUNC('month', mp.tgl_start) + INTERVAL '1 month' + INTERVAL '8 day') THEN 1 ELSE 0 END )::DECIMAL / COUNT(*) * 100, 2 ) AS persentase_tepat_waktu FROM mv_pengawasan mp JOIN mv_pengawasan_timeline mpt ON mp.id = mpt.id_pengawasan WHERE EXTRACT(YEAR FROM mpt.tanggal_kirim_kabalai) = 2025 GROUP BY mp.nama_balai ORDER BY mp.nama_balai;",""
"68","v3","tampilkan data label yang dilaporkan mk/tmk dari masing-masing upt yang dikategorikan berdasarkan nama produk, jenis pangan, kategori pangan, produsen, kabupaten/provinsi produsen, pada rentang waktu ","tampilkan data label yang dilaporkan <CONCLUSION TYPE> dari masing-masing upt yang dikategorikan berdasarkan <PRODUCT NAME>, <COMMODITY NAME>, <CLASSIFICATION>, <COMPANY NAME>, <REGENCY NAME>/<PROVINC","-","SELECT nama_balai, nama_produk, komoditi, pendaftar, kesimpulan_penilaian_akhir, tgl_start, tgl_end FROM public.mv_pengawasan WHERE kesimpulan_penilaian_akhir IN ('MK', 'TMK') AND tgl_start <= '2025-12-31' AND tgl_end >= '2025-01-01' ORDER BY nama_balai, nama_produk, komoditi, pendaftar;","SELECT nama_balai, nama_produk, komoditi, pendaftar, kesimpulan_penilaian_akhir, tgl_start, tgl_end FROM public.mv_pengawasan WHERE kesimpulan_penilaian_akhir IN ('MK', 'TMK') AND tgl_start <= '2025-12-31' AND tgl_end >= '2025-01-01' ORDER BY nama_balai, nama_produk, komoditi, pendaftar;",""
"69","v3","tampilkan data materi iklan berdasarkan nama produk 'buah' dan nama industri farmasi 'nutrifood' dari masing-masing upt.","tampilkan data materi iklan berdasarkan nama produk '<PRODUCT NAME>' dan nama industri farmasi '<COMPANY NAME>' dari masing-masing upt.","-","SELECT * FROM public.mv_pengawasan WHERE lower(nama_produk) like '%buah%' AND lower(pendaftar) like '%nutrifood%';","SELECT * FROM public.mv_pengawasan WHERE lower(nama_produk) like '%buah%' AND lower(pendaftar) like '%nutrifood%';",""
"70","v3","Tampilkan data pemenuhan timeline pengawasan oleh masing-masing UPT yang dapat diukur sejak tanggal pemeriksaan sampai dengan tanggal laporan dikirim ke Pusat oleh Kepala UPT","Tampilkan data pemenuhan timeline pengawasan oleh masing-masing UPT yang dapat diukur sejak tanggal pemeriksaan sampai dengan tanggal laporan dikirim ke Pusat oleh Kepala UPT","-","select id_pengawasan, tgl_start, mpt.tanggal_kirim_pusat, (mpt.mulai_kabalai + mpt.kabalai_direktur + mpt.direktur_pusat) as durasi_hari from mv_pengawasan_timeline mpt where mpt.tanggal_kirim_pusat is not null order by 2","select id_pengawasan, tgl_start, mpt.tanggal_kirim_pusat, (mpt.mulai_kabalai + mpt.kabalai_direktur + mpt.direktur_pusat) as durasi_hari from mv_pengawasan_timeline mpt where mpt.tanggal_kirim_pusat is not null order by 2",""
"71","v3","Tampilkan data pemenuhan timeline untuk masing-masing laporan pengawasan iklan yang dihitung dari tanggal kepala balai hingga tanggal direktur","Tampilkan data pemenuhan timeline untuk masing-masing laporan pengawasan iklan yang dihitung dari tanggal <HALL NAME> hingga tanggal direktur","-","select id_pengawasan, tanggal_kirim_kabalai , tanggal_kirim_direktur, (mpt.kabalai_direktur) as durasi_hari from mv_pengawasan_timeline mpt where tanggal_kirim_direktur is not null order by 2","select id_pengawasan, tanggal_kirim_kabalai , tanggal_kirim_direktur, (mpt.kabalai_direktur) as durasi_hari from mv_pengawasan_timeline mpt where tanggal_kirim_direktur is not null order by 2",""
"72","v3","Tampilkan data pemenuhan timeline untuk masing-masing laporan pengawasan iklan yang dihitung dari tanggal sampling/pemeriksaan hingga tanggal direktur","Tampilkan data pemenuhan timeline untuk masing-masing laporan pengawasan iklan yang dihitung dari tanggal sampling/pemeriksaan hingga tanggal direktur","-","select id_pengawasan, tgl_start, tanggal_kirim_direktur, (mpt.mulai_kabalai + mpt.kabalai_direktur) as durasi_hari from mv_pengawasan_timeline mpt where tanggal_kirim_direktur is not null order by 2","select id_pengawasan, tgl_start, tanggal_kirim_direktur, (mpt.mulai_kabalai + mpt.kabalai_direktur) as durasi_hari from mv_pengawasan_timeline mpt where tanggal_kirim_direktur is not null order by 2",""
"73","v3","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan dengan hasil verifikasi balai tmk pada tahun 2023.","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan dengan hasil verifikasi balai tmk pada tahun <YEAR>.","-","SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE kesimpulan_penilaian_balai = 'TMK' AND EXTRACT(YEAR FROM tgl_start) = 2023 );","SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE kesimpulan_penilaian_balai = 'TMK' AND EXTRACT(YEAR FROM tgl_start) = 2023 );",""
"74","v3","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan dengan hasil verifikasi balai tmk pada tahun 2023.","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan dengan hasil verifikasi balai tmk pada tahun <YEAR>.","-","SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE kesimpulan_penilaian_balai = 'TMK' AND EXTRACT(YEAR FROM tgl_start) = 2023 );","SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE kesimpulan_penilaian_balai = 'TMK' AND EXTRACT(YEAR FROM tgl_start) = 2023 );",""
"75","v3","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan pada media cetak / media luar ruang pada tahun 2022.","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan pada media cetak / media luar ruang pada tahun <YEAR>.","-","SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE media_iklan IN ('CETAK', 'MEDIA_LUARRUANG') AND EXTRACT(YEAR FROM tgl_start) = 2022 );","SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE media_iklan IN ('CETAK', 'MEDIA_LUARRUANG') AND EXTRACT(YEAR FROM tgl_start) = 2022 );",""
"76","v3","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan pada media cetak / media luar ruang pada tahun 2022.","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan pada media cetak / media luar ruang pada tahun <YEAR>.","-","SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE media_iklan IN ('CETAK', 'MEDIA_LUARRUANG') AND EXTRACT(YEAR FROM tgl_start) = 2022 );","SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE media_iklan IN ('CETAK', 'MEDIA_LUARRUANG') AND EXTRACT(YEAR FROM tgl_start) = 2022 );",""
"77","v3","tampilkan data upt yang tidak melaporkan iklan obat tradisional; suplemen kesehatan; obat kuasi pada tahun 2023.","tampilkan data upt yang tidak melaporkan <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> pada tahun <YEAR>.","-","SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE komoditi IN ('OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN') AND EXTRACT(YEAR FROM tgl_start) = 2023 );","SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.mv_pengawasan WHERE komoditi IN ('OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN') AND EXTRACT(YEAR FROM tgl_start) = 2023 );",""
"78","v3","Tampilkan jumlah iklan tepat waktu yang telah dikirimkan ke pusat pada UPT tertentu pada tahun 2025 Hasil pengawasan iklan dikirimkan ke pusat maksimal tanggal 10 bulan berikutnya","Tampilkan jumlah iklan tepat waktu yang telah dikirimkan ke pusat pada UPT tertentu pada tahun <YEAR> Hasil pengawasan iklan dikirimkan ke pusat maksimal tanggal 10 <MONTH>","-","SELECT mp.nama_balai, COUNT(*) AS jumlah_laporan, SUM( CASE WHEN mpt.tanggal_kirim_kabalai < (DATE_TRUNC('month', mp.tgl_start) + INTERVAL '1 month' + INTERVAL '9 day') THEN 1 ELSE 0 END ) AS laporan_tepat_waktu, ROUND( SUM( CASE WHEN mpt.tanggal_kirim_kabalai < (DATE_TRUNC('month', mp.tgl_start) + INTERVAL '1 month' + INTERVAL '9 day') THEN 1 ELSE 0 END )::DECIMAL / COUNT(*) * 100, 2 ) AS persentase_tepat_waktu FROM mv_pengawasan mp JOIN mv_pengawasan_timeline mpt ON mp.id = mpt.id_pengawasan WHERE EXTRACT(YEAR FROM mpt.tanggal_kirim_kabalai) = 2025 GROUP BY mp.nama_balai ORDER BY mp.nama_balai;","SELECT mp.nama_balai, COUNT(*) AS jumlah_laporan, SUM( CASE WHEN mpt.tanggal_kirim_kabalai < (DATE_TRUNC('month', mp.tgl_start) + INTERVAL '1 month' + INTERVAL '9 day') THEN 1 ELSE 0 END ) AS laporan_tepat_waktu, ROUND( SUM( CASE WHEN mpt.tanggal_kirim_kabalai < (DATE_TRUNC('month', mp.tgl_start) + INTERVAL '1 month' + INTERVAL '9 day') THEN 1 ELSE 0 END )::DECIMAL / COUNT(*) * 100, 2 ) AS persentase_tepat_waktu FROM mv_pengawasan mp JOIN mv_pengawasan_timeline mpt ON mp.id = mpt.id_pengawasan WHERE EXTRACT(YEAR FROM mpt.tanggal_kirim_kabalai) = 2025 GROUP BY mp.nama_balai ORDER BY mp.nama_balai;",""
"79","v3","tampilkan list data lokasi iklan yang diperiksa lebih dari sekali","tampilkan list data <CLASSIFICATION> yang diperiksa lebih dari sekali","-","SELECT lokasi_iklan FROM public.mv_pengawasan GROUP BY lokasi_iklan HAVING COUNT(*) > 1;","SELECT lokasi_iklan FROM public.mv_pengawasan GROUP BY lokasi_iklan HAVING COUNT(*) > 1;",""
"80","v3","tampilkan persentase kategori pangan yang tmk pada rentang waktu 2025 (baik secara nasional maupun per upt).","tampilkan persentase <CLASSIFICATION> yang tmk pada rentang waktu <YEAR> (baik secara nasional maupun per upt).","-","SELECT kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_laporan, ROUND(100.0 * COUNT(*) / SUM(COUNT(*)) OVER (), 2) AS persentase -- 0–100 FROM mv_pengawasan WHERE komoditi ='PRODUK PANGAN' AND tgl_start >= DATE '2025-01-01' AND tgl_end < DATE '2026-01-01' -- half-open range, covers all of 2025 GROUP BY kesimpulan_penilaian_pusat ORDER BY jumlah_laporan DESC;","SELECT kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_laporan, ROUND(100.0 * COUNT(*) / SUM(COUNT(*)) OVER (), 2) AS persentase -- 0–100 FROM mv_pengawasan WHERE komoditi ='PRODUK PANGAN' AND tgl_start >= DATE '2025-01-01' AND tgl_end < DATE '2026-01-01' -- half-open range, covers all of 2025 GROUP BY kesimpulan_penilaian_pusat ORDER BY jumlah_laporan DESC;",""
"81","v3","tampilkan persentase media iklan (dibandingkan seluruh iklan yang diawasi pada rentang waktu tertentu) yang diawasi pada upt dengan nama 'balai pom di jakarta' pada rentang waktu antara tanggal '2025-","tampilkan persentase media iklan (dibandingkan seluruh iklan yang diawasi pada rentang waktu tertentu) yang diawasi pada upt dengan nama '<HALL NAME>' pada rentang waktu antara tanggal '2025-01-01' da","-","SELECT media_iklan, COUNT(*) AS jumlah_laporan, ROUND(100.0 * COUNT(*) / SUM(COUNT(*)) OVER (), 2) AS persentase -- 0–100 FROM mv_pengawasan WHERE nama_balai = 'BALAI BESAR POM DI JAKARTA' AND tgl_start >= DATE '2025-01-01' AND tgl_end < DATE '2026-01-01' -- half-open range, covers all of 2025 GROUP BY media_iklan ORDER BY jumlah_laporan DESC;","SELECT media_iklan, COUNT(*) AS jumlah_laporan, ROUND(100.0 * COUNT(*) / SUM(COUNT(*)) OVER (), 2) AS persentase -- 0–100 FROM mv_pengawasan WHERE nama_balai = 'BALAI BESAR POM DI JAKARTA' AND tgl_start >= DATE '2025-01-01' AND tgl_end < DATE '2026-01-01' -- half-open range, covers all of 2025 GROUP BY media_iklan ORDER BY jumlah_laporan DESC;",""
